
"Powerstar Pinetown TCD";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
10282;"21:04 28.01.2026";"Parking 00  d 00  h 10 min";"Zimbabwe, Municipality of Beitbridge, Beitbridge";568:09:57
10528;"10:05 12.02.2026";"Parking 00  d 00  h 21 min";"South Africa, 3200, Pietermaritzburg, Meadows, C.B. Downes RoadGeofence: Natal, powerstar PMB almighty equipment";219:08:36
9729;"19:39 15.02.2026";"Parking 18 d 11 h 32 min";"South Africa, Ladysmith, Emnambithi/Ladysmith Ward 27Geofence: Natal";137:34:31
10508;"06:37 16.02.2026";"Parking 00  d 22 h 03 min";"Zambia, Kafue, Kafue Road";126:37:13
10507;"08:23 16.02.2026";"Parking 00  d 00  h 50 min";"Zambia, Kafue, Kafue Road";124:50:22
10033;"16:42 18.02.2026";"Parking 00  d 1 h 01 min";"South Africa, 3610, eThekwini Ward 15, Le Mans PlaceGeofence: Natal";68:31:47
9704;"10:47 20.02.2026";"Parking 00  d 22 h 43 min";Mozambique;26:26:52
9706;"16:56 20.02.2026";"Moving 83 km/h";"South Africa, Mkhondo Local Municipality, Mkhondo Ward 15, R33Geofence: Mpumalanga";20:17:51
10284;"17:42 20.02.2026";"Parking 00  d 2 h 21 min";"South Africa, Pietermaritzburg, Msunduzi Ward 29Geofence: Natal";19:32:04
10054;"02:50 21.02.2026";"Parking 00  d 00  h 50 min";Zambia;10:23:22
10271;"06:50 21.02.2026";"Parking 2 d 21 h 03 min";"South Africa, 3201, uMgeni Local Municipality, uMngeni Ward 6Geofence: Natal";06:23:30
10146;"07:09 21.02.2026";"Moving 13 km/h";"South Africa, Lephalale Local Municipality, Lephalale Ward 2Geofence: Limpopo";06:04:21
"Powerstar Middelburg";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
10267;"15:55 14.02.2026";"Parking 13 d 22 h 36 min";"South Africa, Steve Tshwete Local Municipality, KoornfonteinGeofence: Mpumalanga";165:18:54
9768;"16:55 17.02.2026";"Parking 00  d 2 h 23 min";"South Africa, 2280, Govan Mbeki Local Municipality, Evander, Govan Mbeki Ward 17, R546Geofence: Mpumalanga";92:18:19
10165;"16:42 20.02.2026";"Parking 2 d 8 h 44 min";"South Africa, Emalahleni Local Municipality, Emalahleni Ward 29, New LargoGeofence: Mpumalanga";20:31:25
9767;"07:37 21.02.2026";"Moving 11 km/h";"South Africa, 1032, Emalahleni Local Municipality, Emalahleni Ward 19Geofence: Mpumalanga";05:36:24
9805;"08:18 21.02.2026";"Moving 57 km/h";"South Africa, Mkhondo Local Municipality, Mkhondo Ward 6, N2Geofence: Mpumalanga";04:55:16
10164;"08:41 21.02.2026";"Moving 5 km/h";"South Africa, Emalahleni Local Municipality, Emalahleni Ward 30Geofence: Mpumalanga";04:33:13
"Powerstar Brakpan";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
10379;"13:21 11.11.2025";"Parking 100 d 22 h 05 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";2447:52:32
9960;"09:05 26.11.2025";"Moving 14 km/h";"South Africa, 2300, Secunda, Govan Mbeki Ward 15Geofence: Mpumalanga";2092:09:01
10251;"08:59 18.12.2025";"Parking 64 d 2 h 27 min";"South Africa, 1542, Brakpan, Huntingdon, Gordon StreetGeofence: Gauteng";1564:14:54
10237;"11:32 27.01.2026";"Parking 38 d 18 h 42 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";601:41:44
10323;"11:38 27.01.2026";"Parking 82 d 2 h 31 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";601:35:38
10423;"11:43 27.01.2026";"Parking 40 d 2 h 46 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";601:30:51
10421;"11:45 27.01.2026";"Parking 108 d 11 h 35 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";601:29:13
10241;"15:06 28.01.2026";"Parking 00  d 00  h 17 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";574:07:23
9750;"16:19 31.01.2026";"Moving 7 km/h";"South Africa, 1754, Krugersdorp, Mogale City Ward 26, Paardekraal DriveGeofence: Gauteng";500:54:50
10008;"20:19 02.02.2026";"Parking 00  d 00  h 05 min";"Zimbabwe, Gwanda";448:54:23
10424;"14:50 06.02.2026";"Parking 00  d 00  h 05 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";358:24:09
9986;"10:56 10.02.2026";"Parking 11 d 21 h 13 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";266:18:07
9985;"11:04 10.02.2026";"Parking 11 d 21 h 43 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";266:09:35
10390;"11:06 10.02.2026";"Parking 11 d 20 h 19 min";"South Africa, 1542, Brakpan, Huntingdon, Voortrekker RoadGeofence: Gauteng, powerstar BRAKPAN republic bus and truck";266:07:17
